"E_0";"E_1";"E_2";"E_3";"E_4";"E_5";"E_6";"D_0";"D_1";"D_2";"D_3";"D_4";"D_5";"D_6";"D_7";"Rho_0";"Fpos_0";"Fnorm_0"
6.1171515642720731e-01;-1.7766879529116411e+00;-3.4785013267335770e-03;8.3308091835518716e-01;1.2734965336654993e+00;-1.3561125421989295e+00;1.8223079128435604e+00;-1.3901034151109668e+00;7.5211032563531688e-01;2.3706571104947943e-01;2.7250005452851256e-01;-3.6645486413136136e-01;-1.0056860497746014e+00;-1.4388041641661631e+00;-3.0009959300431938e-01;2.2105302533523932e+00;-9.3229582247891363e-01;-7.8184554005711859e-01
-1.5374973590145564e+00;3.1445188700208138e-01;-4.5644976609825513e-02;2.9551951318297515e-01;-1.1441430556758236e+00;3.4728778693268730e-01;-1.1016616854511416e+00;-3.1574004510125632e-02;2.3662694850653182e-01;-9.4649165619462655e-02;-7.7482414889062468e-01;-1.2216127244670948e-01;1.8400411785565646e-01;-1.6449696841474890e-01;-1.7405621154419568e-01;-2.0875669327640134e+00;-7.3824552221937612e-01;-9.1409587790938851e-01
-2.4067016328981912e+00;-1.2590697311351904e+00;-6.6161440027330332e-01;-1.2105933530830637e+00;1.2792183839670459e+00;1.0248131545789235e-01;4.4611244955533458e-01;-8.8851332715139369e-02;2.5249514564527953e-01;-5.5444503319687488e-01;-2.2177019092801548e-01;-1.5807926587870240e+00;-3.3892908810748096e-01;-7.0576910269174757e-03;-1.2858937330005776e-01;-9.7916405156729325e-01;-7.3587641840392393e-01;-8.3821796053870312e-01
6.6293598327177039e-01;6.9750524644688588e-02;2.1043474229767308e-03;8.6408505538027103e-01;-4.9630453954936947e-02;-1.0451144805725061e+00;-2.7663772252444924e-01;-2.1820864553154977e+00;7.4151189838859391e-02;-5.5404811701323997e-01;6.2468349140151158e-01;7.9490750825705903e-01;-8.9561082469755401e-02;-1.9179793668645426e-01;3.2222641445170717e+00;3.1964637069818314e+00;1.0655606686847812e+00;-7.7692608740482749e-01
-6.5616020056663360e-01;-3.7798266832133226e-01;2.2174792476297940e+00;7.9295176488932007e-01;3.0582903317841659e-01;-2.0367325419489027e-01;-5.9165330605910386e-02;-3.0199756853622795e-02;-2.4907363567680169e-01;3.6211018469139700e-01;-1.9527950313826682e-02;1.1976741547529455e+00;-4.7659617442518704e-01;-1.7411226014439682e+00;4.6041827191185136e-01;-1.0445711047757218e+00;-1.0598273767563979e+00;9.6555517208502750e-01
-7.5161145925096751e-01;-1.0873007817466424e-01;-4.5792840106744748e-01;1.1811581008838310e-02;1.2388101537945282e+00;1.2422209595327167e+00;9.9623132879755116e-01;-1.3597446406609165e-01;-7.3996348900133702e-01;8.6132589864738129e-01;-6.6223894313322887e-02;1.1435507494695933e-01;8.4738106884041775e-01;-1.3136275546131007e+00;-6.8936077551527664e-01;-7.8711629836661667e-01;4.3268603601043160e-01;-3.1421006163348125e-01
4.3817699756547013e-01;1.9374909890868500e-01;-3.0306339833703833e-02;-1.5831103506640216e+00;-4.8964666914956140e-01;-9.5825301596962609e-01;-5.9967807853387745e-01;-1.4953528451761513e+00;1.8667032215041655e+00;-4.4924487216160401e-02;2.6934442052539374e+00;-4.9209626127307893e-01;-1.3456574886788413e+00;-1.0111346141964739e+00;4.2437176354394379e-01;-2.9797140318336740e-01;-1.3098277695699062e-01;-1.9814760227428752e+00
-4.5533459196013271e-01;6.2788486413597888e-01;-4.9609954709433413e-01;-9.0587204541944844e-01;4.5083417856376118e-01;-6.4043004465323761e-01;-2.3027239691489043e-01;-2.6977583395515592e-01;-1.1973906199334038e-01;-1.3598718575789777e+00;-1.5073588889062728e+00;5.9264251541958635e-01;1.7664836256386665e-01;2.0040954379878384e-01;9.6558537759751362e-01;-1.7169907439419618e+00;-9.8495452696374863e-01;6.6181504077769915e-01
1.8603777479857533e+00;-7.0789754588258169e-01;-8.6159412649035771e-01;-1.4907671480252527e+00;-4.4087632797946591e-01;-3.7510918212383448e-01;-3.7893061834055458e-01;9.3249581497288803e-01;1.0954037470260298e+00;1.7760382890502746e+00;-7.1858240731675982e-01;-1.4844057364817711e+00;2.8995523663472650e-01;2.3262992811000287e+00;-4.0563730142454879e-01;3.3735177449867138e-01;-1.1614542641375087e+00;-1.1301703226642674e+00
2.1972123726271536e-01;1.2230275710953666e+00;-8.3555618179732971e-01;1.4113752706024396e+00;1.2693733497670898e+00;8.1061627603313008e-02;2.3464730107073038e-02;-1.2753547001920202e+00;5.0863143232231611e-01;-1.0120941016444807e+00;-3.5818176013556491e-01;-5.2955920628809539e-01;-4.7628141770689281e-01;6.1007094948655138e-01;8.6741700504055186e-01;9.8821639347548651e-01;7.1055426657105203e-01;-7.1513720754590770e-01
1.7254629945609521e+00;-1.9318810059673932e+00;-2.0089229196606362e+00;6.6102208242506544e-01;9.1639187630182584e-01;-1.4777725266084769e+00;3.3405822337257018e-01;5.7705094713030658e-01;-1.3189094470621472e+00;-2.4553820131781701e-01;-2.9205233091187432e-01;1.0897391818672646e-01;-6.8072975405437719e-01;-4.4475135626807100e-01;1.5573299772152696e+00;-1.4061892137930523e+00;1.6118482330519384e+00;6.8864128036632832e-01
-5.4340548707371794e-01;-1.5810721067214197e+00;-1.0751279396770757e+00;-3.2720077741717579e-01;2.6430613113164841e-01;1.2771838755771916e+00;-4.6774495760529283e-01;1.5738138743045469e+00;8.9571642977784749e-01;1.2008853446799150e-02;-6.6197877323264387e-01;-7.7875885755406282e-01;2.4198161900990670e-01;1.4123833337444784e+00;-2.1186925733585751e+00;-1.0500259038834991e+00;-6.2253825986473499e-01;-6.0175407607070941e-01
-7.3674883712219419e-01;2.6087346302420539e-01;-1.2010139382798297e+00;-9.4323284107745031e-01;-2.0851970549327890e+00;-1.2530063331690435e+00;1.9695660452125491e-01;-1.4503952787362918e-02;1.6245484515596291e+00;1.0476819488518664e-01;1.6297944126690378e+00;-5.7504320936179432e-01;7.0419741545208481e-01;-3.1323324758834431e-01;9.9397101157489764e-01;-8.6432302785588999e-02;1.6558838346141735e+00;-9.1303820622161669e-01
-5.0820643504436336e-01;4.7707385054782470e-01;6.3608342183449673e-01;3.7263934215800459e-01;-1.0631182144338702e+00;8.7656793003895017e-01;-2.7541879043624888e+00;-2.9150527955354388e-01;-1.6252745877727401e+00;7.2131249146227649e-01;1.2479448627654091e-01;8.2442841927130514e-02;2.3144798041150053e-02;1.0586493465943716e+00;3.3094504777345796e-02;7.6381188636611774e-01;4.2884872799490453e-01;-1.2046142775807791e+00
-2.2586720408644010e+00;-3.7196407693127925e-01;-3.3588523302790646e-01;-1.4557049254200596e+00;2.1308581473665589e+00;4.1289347171684732e-01;1.3027237796720543e+00;5.0148629160674874e-01;7.7197487012443633e-01;2.7883676391851997e-01;5.2779036547723845e-01;-1.5594830923561178e+00;3.9642035751481597e-01;-1.6535189115357815e-01;-2.9133789253687820e-01;-1.0970458851156797e+00;1.0000517103129740e-02;-1.0642891062282824e+00
-5.9639983330715840e-01;1.6892057233519937e+00;8.2346748078460943e-02;5.9890421415017991e-01;-8.0899919346070459e-01;1.1496079476290899e-01;1.3130508365023195e+00;8.8152626335515050e-01;1.2648259002533933e+00;-1.0558391314129592e+00;1.1876332837525334e+00;8.2101385655365441e-02;-7.6449829298372990e-02;4.7108756263246822e-02;-3.4215470488943911e-02;1.5210251477610739e+00;1.6872276198197282e+00;2.6027470695914279e-01
-3.1468002630758912e-01;-1.3293730797428098e+00;5.8278767280850308e-01;1.5992763318067088e-01;-2.4478614317526323e-01;2.7326536189294509e-01;2.6819063051701136e-01;-1.1860268957153062e+00;3.6681630404408594e-01;2.1547019333384598e-01;1.0606757871736301e+00;1.3236088024181250e+00;4.7616555503644642e-01;-4.7393400718985157e-01;-2.6750939598736767e-01;2.0580538371294091e-01;-5.9238254320210271e-01;6.5318602205925794e-02
-1.7827382211049270e+00;-1.0274123286862621e-03;3.7642113979698166e-01;-1.3262295953708318e+00;-7.0002450976341379e-01;9.0412885450835173e-02;4.3439180591517096e-01;2.5313359846937405e-01;-1.0452002430670372e-01;2.3179897879242986e-01;5.5719959362861046e-02;1.2855653688028257e-01;1.1054315804308630e+00;-1.2657796789897964e+00;-1.4659866562679358e+00;-9.9377676890061051e-01;-1.9326779026256638e-01;-1.1007409399028869e+00
-6.8473378113465067e-01;-5.6794652436339510e-01;-1.0710540838180918e+00;2.1149841627313670e-01;-2.6221088688395002e+00;-4.4184818188574643e-01;-5.0506619985588308e-01;2.1048144750870845e+00;9.1109558575061045e-01;1.2487004562590278e+00;-5.8049298767735256e-03;-4.0504101130535319e-01;1.9472457163015694e-01;-9.7098529110882592e-01;-1.2937569193141389e+00;-1.6340949213857833e-01;8.0190508506173741e-01;-4.5769310644301592e-01
6.1115707883683305e-02;-1.9220826517844400e-01;2.3922407546029911e-01;-9.7997633990268551e-01;2.5196655636064558e-01;1.2359209165219394e+00;2.2201526382650344e-01;1.6289973199236225e+00;8.2876642183813298e-01;-1.1701369487668190e+00;9.5738457045749636e-01;-2.1673670275848528e-01;-4.9103380897876836e-01;7.4372835391288772e-01;-4.8239881620818997e-01;-1.4249295193152514e-01;1.6714223095493619e+00;7.7865806298269546e-01
8.7371972892050342e-01;-1.2289100934875470e+00;1.7669156026585275e+00;4.5648739812275449e-02;7.4305940258911618e-01;1.4598679567741164e+00;3.6573706196564448e-01;-1.2136579479485925e+00;-1.7120288421126792e-01;-2.1677097228983774e-01;1.2059687168248177e+00;-6.7580212702045195e-01;-2.0222927507224675e+00;2.6151773059160971e-01;1.8269188342681073e-02;1.8044013058743626e+00;4.3912389695799325e-01;-3.3940164093410718e-01
-1.4629534274978957e+00;-8.3984642806464971e-01;-1.8879490447375771e-02;-1.2510727108620547e+00;5.8449406318125230e-01;3.2716031551509794e-01;1.2094500912531467e+00;-4.8375255415820821e-02;-8.8295219049750440e-01;-3.0547543483368228e-01;1.4342355002068438e-01;-8.8085272174671114e-01;-7.8972371420400167e-01;5.6038855750442784e-01;-2.1861961935435173e-01;-7.8618897715555036e-01;-4.0101437766641584e-01;4.5611834241094162e-01
-3.1878562859381571e-01;-8.7865501229118362e-02;1.1076088176359496e-01;4.4150334870710539e-01;-3.0055948032604979e-01;-5.1385657574878230e-01;2.1226723537888565e+00;-1.6404085894711737e+00;-1.2136658446085926e+00;1.4435900357539750e+00;-9.4087413472033088e-01;-2.0851396036471626e-01;1.6057700130942990e-01;1.5598414022751603e-01;1.1752389584968099e+00;-1.4862099975119165e+00;5.1768696354048094e-01;1.6243902015132636e-01
1.2631419941555930e+00;-6.2206914745772723e-01;-8.9384995635351139e-01;5.8592928562532964e-01;-5.5951844218910496e-01;-2.6090161432719594e-01;-9.7469274318907062e-01;1.6612195210146605e+00;-5.4033383238860955e-01;-1.2714324094342271e+00;-8.1423621918123079e-01;1.9045497921969039e+00;1.9304146578820502e+00;-1.3532693401074596e+00;6.5400367565428796e-01;-4.7738775123058402e-01;-5.0956126658374057e-01;-1.0778482023819629e+00
-4.2672559757717077e-01;-3.3647631401648564e-01;1.1667419959284830e+00;1.5319824670635396e+00;1.0551283647349161e-01;1.2706984989411743e+00;-9.3709315248099467e-01;1.1763300996356671e-01;1.0530298590481153e+00;-1.5902801794449433e+00;1.0371196509325353e+00;6.7073047116530216e-01;-1.0394057898250255e+00;8.4685040188770999e-01;8.1972517791820110e-01;1.9232553281344824e+00;-8.4927710463403949e-01;1.0713598522026093e+00
-1.8923429557066818e+00;1.1534836907536499e+00;5.1460021759086594e-01;-7.3915807753146179e-01;-2.1698374315532651e-01;8.8052716934421815e-01;7.3551650541560010e-01;8.1852458171483689e-01;-1.5062276072255356e+00;1.9718511653077653e-01;7.8311758788115238e-01;-1.3508276706742119e+00;4.4935716317785701e-01;-2.4806757975482294e-01;-8.7565926708907715e-01;-5.2545050155092987e-01;3.1134220624421621e-01;-6.1746386867853031e-01
-5.1439054985045518e-01;1.8160859035266195e+00;-1.1991834618724735e+00;-2.7655913067294993e+00;3.1126595466336587e-01;1.1146711710112605e+00;-1.1477389066833843e-01;-3.0484230887229663e-01;-1.8457906208960679e+00;-1.0399608926439636e+00;1.3606650949520009e+00;-1.1652989069411608e+00;-2.1030448200310414e+00;-1.3209010439608815e+00;1.1317264884224862e+00;1.5029980859947649e+00;-2.0732457277595440e-01;1.2749301170375349e-01
6.4722937785602641e-01;1.4981437407013706e-01;1.1878548948319678e+00;-1.6791671293930215e+00;7.2910029462760956e-02;8.8476899625370931e-01;1.2835575706765445e+00;-2.6622365810901810e-01;-4.3124523785885793e-01;-8.3620391347550704e-01;7.5331275503061668e-01;-9.1184751570276695e-02;1.4055287191292369e+00;-1.2966849920117505e+00;-9.9940285600516188e-01;-1.8270351835683982e+00;-1.4852804364653638e-01;-1.3357743269799718e+00
3.7024864831827547e-03;-2.0705568474579175e-02;-2.5880947297450749e+00;1.5147939765866298e+00;1.5192676184189053e+00;8.7533043899672025e-01;-8.7004023099028949e-01;5.7022615665122578e-01;-5.4406480400302337e-01;1.8261900141663432e+00;-3.5996238203000402e-01;-5.6488661911913396e-01;-7.5394099346847165e-01;4.3192918770962679e-01;-2.6145542123318627e-01;2.8986391132084166e-01;1.4946757366844772e+00;-3.6473805356983163e-01
7.2968777650121153e-01;-8.1039564442619172e-01;1.3151009021508830e+00;7.5300397448369427e-01;-8.3210760869890610e-01;9.7760275023407939e-01;-5.3787626556602283e-02;-6.3024971237783656e-01;-1.3252880813979606e+00;7.3551600019013830e-01;-5.1108584834435844e-01;-1.7306436323407746e+00;-2.3014398196362102e-02;-1.1051562967581225e+00;9.8991899758868240e-01;-2.5591324651029856e-01;-2.3531764677901540e-01;4.9701407814556814e-01
-2.4723377239516039e-01;-9.6164245051726926e-01;-1.6948556821495742e-01;-4.8375365455083252e-01;-4.1345344959819075e-01;1.4320730360683618e+00;-1.2721517266763846e-01;7.6585976001558487e-01;5.3568491274802965e-01;-7.7449806614392103e-01;1.3681067840504069e-01;-8.2931775867837287e-01;1.0215702984305469e-01;8.9982051656403217e-02;3.5952889089794554e-01;8.1132463086420148e-01;3.4822788422904399e-01;-6.9714301518677291e-01
4.7919103858937828e-01;-1.3758675377275127e+00;8.4885977267367207e-01;1.4385556675719022e+00;-1.2369075606353055e+00;-1.2720630283641776e+00;-7.9602655936950506e-01;-1.1537392522059469e+00;-2.3700483323055391e-01;6.8775541241843574e-01;-1.9546495851241890e+00;6.8589115659744326e-01;-1.0477636437195814e+00;-1.9675833318788549e+00;-1.0174734626669497e+00;8.5303438382597366e-02;7.7300758480270815e-01;5.6584017305713197e-01
-3.3609826362413789e-02;-1.2785269347897354e+00;1.1760852278324443e+00;-4.2828396768437255e-01;8.2570333934806273e-01;-3.8581631251303267e-01;-6.6585068155401439e-01;-4.3860819130289674e-01;5.9510114347978527e-01;1.4160279574709853e-01;1.0672669135787820e-01;-7.3559326339807762e-01;7.9066184803727346e-02;1.0779519765898489e+00;9.3165813785221219e-01;-3.2209678999082103e-01;-5.7562784943114764e-01;5.6463181479742544e-03
-3.6727064714153143e-02;-7.6571437475039206e-01;3.6602702743262028e-01;1.9572494725713208e-01;2.0582193119010711e-01;5.7026909796420788e-01;3.4073107511845673e+00;-9.2618878672686766e-01;-1.3568669832992546e+00;-3.5794432347226063e-01;-1.9618538513083714e+00;-6.8336425781176946e-01;-2.2550038963130273e-01;-3.4985195905544264e-01;-2.2232980301708989e+00;-1.8087307947335252e+00;1.4053615698695225e+00;-3.8041782288065873e-01
1.1025616355141858e-01;-2.6586999502797048e-01;4.2355679740273383e-01;5.4624065777045538e-01;1.2624136504143821e+00;1.3939608124481271e+00;-2.2211414309585417e-01;5.7833491579143126e-01;-8.0655052632931756e-01;6.5386904705867485e-02;5.1861004414668010e-01;-6.6594097611717629e-01;4.6704214470833155e-01;5.8989396573999875e-01;6.9958569881500943e-01;1.1187743625993345e+00;6.2535688891619423e-01;-6.9720077877386399e-01
-3.7687035897000570e-01;-1.5897475563134023e+00;-2.0022546364226472e+00;-2.4023521537466528e+00;-5.1706246178422566e-01;3.8529137248864770e-01;-7.3016193140826791e-01;-6.3755528855971855e-01;-1.8419940622023101e+00;3.9640938636598438e-01;-4.6544168064360403e-01;-9.2779115548600855e-01;-3.5956695114355297e-01;2.1445222577515766e-01;3.9399054568010389e-01;2.9729762718732677e-01;-6.1995377482305014e-01;9.0725467810469040e-01
-9.5589414386050245e-02;-1.8010621650978678e-01;3.7950197485859150e-01;-3.2186566569183944e-01;-1.9947835024487086e+00;-6.6193607863906490e-01;-7.4945012178535420e-01;-9.0379336466167171e-01;-1.3508572958242675e+00;-3.1828939884901647e-01;-4.7112732423048065e-01;6.4182586114526752e-01;1.4144313232202828e+00;-9.4474528957602810e-01;-3.3967728243976776e+00;5.1681310897372890e-01;-1.9764507849413016e+00;1.9057914459946199e-01
1.0912241770686365e-01;-3.0334083714850762e-01;1.6083886005762729e+00;7.4943450762133657e-02;-1.1619068836505275e-02;1.4743230333127206e+00;9.3045902378618328e-01;1.9768060197072714e+00;-1.0842414999717547e+00;1.1039520337035891e-02;1.9994646262888094e+00;4.4283613666163513e-01;-8.8427393487042771e-01;-1.1458548359391572e+00;-6.0031412790804117e-01;-8.0365896786926150e-01;3.8287438866538537e+00;-1.9786516160079604e-01
-1.9875414565635899e-01;1.2383141155530897e+00;-1.2145594518284570e+00;4.9559594039884865e-02;-4.1254098676949957e-01;-6.3659090215680614e-01;1.0090498899668565e+00;-4.3707905956455051e-01;2.2366128331530063e-02;9.8815771407988074e-03;-9.3073214526502601e-01;-6.1245724176606553e-01;1.2230615479334028e+00;1.1160593126985412e+00;-2.4618618964659609e+00;-7.9903764472390970e-01;9.8667649727114781e-01;7.5651292390191560e-01
4.7361953764550258e-01;-4.3616822545425638e-01;-7.0482327912709108e-01;-2.8423120437143866e-02;-7.6626355139385893e-01;1.1302732659280676e+00;6.7856877152310169e-01;8.3400214204920653e-01;2.1407545858245975e+00;1.0323442199538060e+00;5.1328332475109628e-01;1.0570548581647954e+00;-6.1069927456812634e-01;-2.8996195676060835e-02;-7.8764256725002824e-01;2.6480452091808349e-01;-9.5318995902694059e-01;1.9949911434714496e+00
1.6163728851497228e-01;9.5682522487152233e-01;4.2342278885707468e-01;8.5491806374299317e-01;1.0587757759916494e+00;1.1946388934531681e-01;1.1293759944298840e+00;-1.5313185438635315e+00;-4.3602009371175171e-01;-9.2839240930657441e-01;-5.6418175407414606e-01;-1.7555955051836233e-01;-1.3704114365941111e+00;2.1109331441965209e-01;4.8004220935472453e-01;-3.1443182489340454e-01;-1.7320751957419245e+00;8.8166875600087402e-01
3.8448290793694878e-01;1.7652751515336886e+00;-5.6156374045537005e-01;1.3243663910401353e+00;1.4872058772502590e+00;-2.6986874355625889e-01;-1.1694350730972225e+00;-1.0973157197001872e-02;-5.9967158541627708e-01;1.3719918107736286e-02;-8.0537596257086452e-01;4.7303112014158444e-01;9.8684365797976514e-01;1.2956093208309183e+00;-7.9346711781053028e-02;-7.7977449499135421e-01;1.1507410334303072e+00;8.8047030540862881e-02
1.1646763738621115e-01;-4.6647520763489475e-01;9.1134409038023945e-01;1.1000286624306950e+00;-1.5074095899819313e+00;4.4407200314167911e-01;-2.0833439114538850e+00;1.2077402312615175e-01;-4.4370652343668560e-01;2.7707637748692321e-01;-1.7334270996908003e+00;2.1811394859579205e+00;2.0493737895700384e-01;-3.1812475858409089e-01;-2.9626701822522361e+00;3.9208510038220998e-02;-2.4356353115236221e-01;-8.5325734965009237e-01
-1.0008045244292718e-01;-1.0453204354415244e+00;-2.8226212287002288e+00;3.8892840617062419e-01;-2.4329111231119094e+00;-7.0110509872719473e-01;1.4746450427271582e-01;-1.3567855869324863e+00;2.6348596151483678e-01;6.9040535640917866e-01;-4.6345453170470136e-01;-5.5806712752718146e-01;-8.8615413369525353e-01;1.7435923894200085e+00;4.4119957014693956e-01;1.1561879521203400e+00;5.5543950868824576e-01;-3.8051710889160850e-01
1.4915643031612931e+00;6.5090918884513349e-01;4.7209942026525709e-01;-7.5285455526208667e-01;5.5627130561192817e-01;1.3315463320064513e+00;6.3629955276286565e-01;-5.5493997125065642e-01;7.0878274695244881e-01;1.0000212056956105e-01;1.5734269430488530e-04;-7.2513876426658586e-01;3.8707173428533892e-01;-2.3878181945793200e+00;1.6840995300681139e-01;-5.6548249195067934e-01;4.1962058222384435e-01;-1.3073269794934352e+00
1.2230054393315812e+00;2.3066674312230466e+00;1.3465160043151827e+00;2.5279846996255479e-02;-4.1731897703777021e-01;6.2524431747990250e-01;-2.3938365611494822e-01;-1.9819175728263532e+00;-4.4195894074661041e-01;1.1247018521210874e+00;-6.0388538702582772e-01;-9.0049145673205249e-03;-6.6501907715666086e-01;-1.6256171303692881e+00;-1.5226563907953039e-01;5.5932784901219235e-01;-1.4058973468270435e+00;-1.9687700204832053e+00
5.2664633116163795e-01;2.1004867648778713e-01;-3.4725548285284130e-01;-4.4315802289291018e-01;7.1667696138341908e-01;4.3376817534601136e-01;8.3844086773494719e-01;2.6002853986427504e-01;-4.3085583732480803e-01;-1.0987120922287648e+00;-1.5102090119682088e+00;1.1357461562692057e+00;5.8764706918993559e-01;-1.0449984688738112e-01;1.9367034839361275e-01;-9.0534258571360782e-01;2.0260511696870179e-01;-6.2477667432729278e-01
-6.5692342198224574e-01;-1.2072398463761198e+00;2.2931139846781004e-01;-4.4126389899182999e-01;3.4810753948972584e-01;4.0788575862417631e-02;-2.8371300463266974e-01;-7.5436491701185004e-01;9.7172116432913069e-01;-2.8693012109463323e-01;7.6583838536522764e-01;5.4600763326734258e-01;-1.6061203853680417e-01;-8.9524719948158260e-01;2.1603824784377359e+00;1.7722460152162933e+00;5.5671250939916594e-01;-9.3568353473525745e-01
-1.3122822803845577e-01;-1.1135509296780504e+00;-2.4455110527475403e+00;-6.9725991466331683e-01;-1.5036710516563141e+00;-8.3925454102256575e-02;-1.0275897947776114e+00;4.5678214293483910e-01;-8.8454517550191902e-01;9.3426715389736503e-01;2.7560007833609346e-01;8.0295301008771336e-01;1.4479300958882806e+00;3.5551331585715984e-01;-1.4393980020904373e+00;-7.3618776250877949e-01;-6.1295055725297898e-01;2.5873975870849947e-01
-1.4534708102428080e+00;-3.9067036453918380e-01;2.6448011349556597e+00;-2.7642078109947209e-03;-2.0052830668589777e-01;-1.1234366658872179e-01;-7.5321022546367999e-01;-1.3939194797849724e-01;1.6340893329685660e-01;-5.1498524028858983e-01;1.1234762988243865e+00;-1.6076961723534366e+00;-4.1634463283997342e-01;1.4840728509058743e+00;5.1427572659810628e-01;1.1764042384073337e+00;6.0542749217134662e-01;-4.3078255090190098e-01
1.1741448211259624e+00;1.7399172800831958e-01;-1.0924709893563489e+00;8.2187755046296673e-01;4.9350914358812642e-01;-8.1579945448610580e-02;9.6433018096007483e-01;-1.0748837654297376e+00;-1.4757319998192908e-01;5.8758267985929868e-01;6.1097671295975174e-02;4.4610076517013636e-01;1.0503571685268165e+00;-1.5421126410554982e+00;-5.2937150308395398e-01;-9.2079559863828098e-01;2.6223189732689628e-01;-1.2962586449689135e+00
9.2939470087490750e-01;3.8737988730560086e-01;-2.4856175180576057e-01;-1.5008211547670165e-02;-2.4057525568606115e+00;-9.3351437586115771e-01;-6.1940963156342210e-01;3.8514305641598051e-01;4.9727766524862455e-01;6.7208967217287674e-01;1.2027696061386112e-01;1.4296917192261835e-01;-4.7795873557184942e-01;-2.0799474983799054e-01;-9.0880263654783122e-01;3.0016425064953354e+00;4.2175360598351724e-01;9.1726621400319686e-01
-3.3711345798389319e-01;-8.7998923970354012e-02;9.3186677544728891e-01;-1.6549260927829843e+00;4.5186794463434482e-01;6.6182506977001887e-01;5.5611225577468781e-01;-3.0895180667143063e-01;-6.8593578170267844e-01;8.3495566981798797e-01;-6.8177565451266231e-01;-5.9065158632669791e-02;4.7486095500883657e-01;7.6837370081202994e-01;5.6451201763448089e-01;1.5092177057390890e+00;-3.3244666192546074e-01;1.1992496659158625e+00
5.7868829603728833e-01;-7.5196239159211986e-01;1.0656930482017550e+00;5.8645613683438214e-01;4.6066682366364270e-02;-1.2608146474647097e+00;-9.7736360792656829e-01;9.6151899142769170e-01;-2.4170219183332950e-01;-3.2248938118897164e-01;4.9320736435107654e-01;-4.4664254326830122e-01;-1.1768741761013188e+00;2.0038131799084288e-01;-2.3173780896422337e-02;5.7242405476174918e-01;6.5435327077639993e-01;-4.1764479776516844e-01
-5.8245894783800012e-01;9.1833045827768844e-01;-1.1348137407394903e+00;-3.1246946525006353e-01;-4.7377447918932464e-01;-7.1037656328948984e-01;1.4524477389952304e+00;-2.0339068123048087e-01;-1.1147369778863205e+00;3.8630664091715394e-01;-3.8772516159300267e-02;2.1865537842715732e-01;-5.5838600144250927e-01;-4.3699801806518973e-01;-4.4406697105689535e-01;-8.7289138050756143e-01;1.0980482704211063e+00;-1.9448148263250198e-01
-1.3888610729877691e+00;-6.0704761811358499e-01;-7.3542965952230410e-01;1.5818697430040979e-01;1.5574103988534752e-01;-2.0156021004223734e+00;-2.5512712739594257e+00;1.9218568984987325e-01;5.0360843381271625e-01;9.4279341654516646e-01;-2.0412964390125560e-01;1.1549592841440350e+00;-4.4298325714160380e-01;6.4841591267993481e-01;1.4197742623082907e-01;3.2846117422327695e-02;-4.4920531719905987e-01;-8.6636007017931671e-01
-4.9974834153054770e-01;8.5804771957931036e-01;8.4108098983963764e-01;6.0933110128380652e-02;-1.1166504317335575e+00;-2.4310251574065216e+00;-1.0403979504197682e+00;1.0208468510586566e+00;-3.2617347374715822e+00;-2.3616872116646634e+00;1.1316618914304950e+00;7.0042022838991774e-02;-2.2636892007651088e+00;-8.1054704928796439e-01;3.8315562046475593e-01;2.1736556999388355e+00;-7.4767083131813006e-01;-3.8547378529857246e-01
-1.5551578034867246e+00;4.0225570596748506e-01;-2.0638790782127608e-01;-1.3440708094683289e+00;2.4867449173604022e+00;-2.1873119850706219e-01;-2.2865787792942340e+00;-3.6107208314550880e-02;-8.6557163346687727e-01;-8.3239592665528184e-01;-1.3223450696311740e+00;1.7350937199574418e-01;-3.0482689640458771e-01;-2.7382577182279881e+00;3.2749771558689461e-01;8.3116576879455450e-01;-1.2421906453468674e+00;1.1722900777838907e+00
4.8308301365700856e-01;2.7236302930671491e-01;-7.0071099253344682e-01;2.0957092064286718e+00;5.2916468377930159e-01;-1.2102125250678912e+00;2.4558682170079879e-03;3.5318172554970506e-01;-8.5903789394100361e-01;2.0776772951325621e-02;-1.2040654801980448e+00;6.1978466334621629e-01;-5.6836606697980763e-01;5.1167884773075234e-01;1.7799328074185677e-01;-1.7368476300590083e-01;3.0467100420420250e+00;3.0679972487307583e-01
2.0500419543073403e-01;2.0438077788859310e-01;-1.2859401874553131e+00;7.7333858270401412e-01;-8.4109930596648633e-02;2.0715388579966829e+00;-3.5083895419235911e-01;2.7514905197199652e-01;4.6753728170059772e-01;-1.0370158682139472e+00;6.4891426746682168e-01;-2.6522326029764043e-01;2.0814184530165809e+00;5.6682162078175546e-01;8.0965547555946182e-01;4.7982293170206197e-01;-4.7616401534276036e-02;3.3144328941604018e-01
-9.7252480244685330e-02;-6.0628774698265675e-01;-1.3159466283349419e+00;1.8946979878236851e+00;-2.2557327021476303e+00;1.0012442247315581e-01;1.9542140182165089e+00;-1.4251531916613889e+00;6.4016230062613599e-01;1.0097012545313795e+00;8.5386371477184586e-01;-3.2877367198107793e-01;1.8471416478690417e-01;7.9250903610137469e-01;-5.1685553311625287e-01;1.4365237453684510e-01;2.2498783536428975e+00;3.1925980109733126e-01
