"E_0";"E_1";"E_2";"E_3";"E_4";"E_5";"D_0";"D_1";"D_2";"D_3";"D_4";"D_5";"Rho_0";"Fpos_0";"Fnorm_0"
2.6270059176790154e-02;3.9280133894926561e-01;1.2649781974882628e+00;6.9081353639737719e-01;1.3912797106593711e+00;-1.2796952452246078e+00;-1.3009730916938539e-01;1.7731855443670083e-01;9.0173744175797832e-01;-6.9928582393819816e-01;-1.4592157722233798e+00;6.5666799824346300e-01;1.5758693267207882e+00;-7.0200420849109413e-01;-1.3281858978947472e+00
2.4958585492280974e-01;-3.5587704882952448e-01;7.7498342116349528e-01;-1.4518583193950703e+00;8.7156196344158166e-01;-3.0400099644276668e-01;3.6340193582416130e-01;1.2492758701261053e+00;4.3664948147683985e-01;-3.3263214016186288e-01;1.0911590336781722e+00;1.6106050353665664e+00;-3.3734999872197136e-01;5.2078657240359996e-02;1.1201929448201509e+00
6.7045767890480612e-02;-1.1324895940018547e+00;-9.0024607659186878e-02;-1.6689899412889131e+00;8.0166258348637787e-01;-3.3530094332235444e-01;3.6674069631000916e-01;6.8219291136563032e-01;-1.3883325309599845e+00;-7.9722508826964045e-01;-1.1375585941756881e-01;9.5490471129685262e-01;-6.2095325021258252e-01;-8.2791083754080252e-01;7.6857810754985323e-01
-2.3114487718540149e+00;-6.9904120351888688e-01;1.2134289920959547e+00;6.0964580722958073e-01;6.1158188014968928e-01;7.9929003921958186e-01;2.8053663678062463e-01;4.5888900392933013e-01;1.3698202549733800e+00;-8.2289634046301674e-01;6.2042436535226930e-01;-4.8292577662408770e-01;1.0182800719086664e+00;-7.6003989694903862e-01;5.9113621811531447e-01
9.2891816193113630e-01;1.2596454531499988e+00;5.6178061798256262e-01;1.0192842752098297e+00;3.5807789522389721e-01;2.8476339451897592e-01;1.2657566051998801e+00;1.9055705721435820e-01;1.6932296612843828e-01;1.1917921210363540e+00;6.3887344454905681e-01;-1.1393274829221749e+00;-1.2050823803473705e+00;-3.9680716409236166e-01;4.4685322055214888e-01
-2.5337529646857632e-01;6.7522303763223834e-01;4.7962504662141348e-01;-1.0471721803796912e+00;2.5146465553956249e-01;-1.2792898669381469e+00;-4.4266239050413758e-01;-2.5103597770049917e+00;8.7491109002786249e-01;-2.8358743283523058e-01;3.3195221922677370e-01;-1.4249297149398199e+00;-2.9288542947034607e-01;-1.6922896256235145e+00;2.9531398528540609e+00
-1.6386388991240139e+00;-3.6498012824846421e-01;-1.3599266342817087e+00;1.7041468947921093e-01;-1.2962405176654566e+00;9.5247970261130777e-01;-9.2716856541999015e-01;6.2124593658142091e-01;1.7485593742847877e-01;2.6613906725528619e-01;-1.9826181831704559e+00;1.3185805406138378e+00;-8.7200375452881076e-02;8.3265805444135821e-01;-7.3141892840325462e-01
1.6811755487593774e-01;-8.4912168546956468e-01;2.3373775467399782e-01;5.1116476776171087e-02;2.3819054985040902e+00;-3.1443351149082602e-02;-9.5580742785319117e-01;1.8759135913977878e-01;8.1992098912589007e-01;-6.8726499337524238e-01;-9.7892118190348421e-01;-4.8365245030163223e-01;-2.7451651628966578e-01;6.8399959463266391e-01;2.4695859014313412e-01
5.4579990427731861e-01;8.9156277209395018e-01;-2.2948078304692467e+00;-1.3325949857270467e-01;4.2202095812388860e-02;7.1249770093822939e-01;2.5355997408071707e-01;1.6786089492846656e+00;-8.9894195783093889e-01;7.6855542169339253e-01;-8.6283807156068737e-01;-6.0511510275353220e-01;-3.4835157052570585e-02;4.0472932014036894e-01;-9.4687709774810480e-01
3.2413203492267451e-01;-1.2290827904677282e-01;2.0200875684990036e+00;-3.1878186004949560e-01;8.8714933337190188e-02;1.0856895011965763e-01;5.5716790507350689e-01;-1.1674521006606473e+00;2.3038793432664439e-01;9.5680536673607786e-01;-1.7003908005380248e+00;-4.6605505893870708e-01;6.3452379544712278e-01;-4.9241354689149708e-01;4.5423786498245095e-01
-1.5424914912459946e+00;1.2163679571519557e+00;1.5874456173263090e+00;5.7898359068873262e-01;-7.2278060320527626e-01;-2.3742610626688032e+00;-2.1302990969612914e+00;-1.1361661471409268e+00;4.2879603404098182e-01;1.7915885101449414e-01;5.3815346428720046e-01;7.2885172366369644e-01;8.9833000706112343e-01;2.1860613341558981e+00;2.4870560165038330e-01
-4.2608053394878859e-01;1.6847259101169010e+00;-3.3341653975638075e-01;-7.8075309487483047e-01;-1.5077075540648339e+00;-2.2899775773304704e-01;-8.9278968473012654e-01;2.2367842637789079e-01;-1.7406090230076665e+00;-1.3245774523905909e+00;2.2691776619658115e+00;-1.8131297034322085e+00;3.3190329003061209e-01;-3.8922865297355275e-01;-1.3038782082067204e+00
-4.9475594137869899e-01;7.3189546870180233e-01;-1.7775652164306052e-01;-2.2873603147608324e-02;2.5531632850585056e-01;-7.0808369035219410e-01;1.1211039735433719e+00;5.3061522032714370e-01;4.3288692692455338e-01;-2.7553953697901663e-02;-2.3091446089275883e-01;6.1555403936063957e-01;-2.4577727158606555e+00;-4.4268791083182885e-01;3.2273268721964038e-01
-5.1660109454165992e-01;-1.0104170407609721e+00;-4.9141132332002119e-01;-1.1431334297600106e+00;1.4323123635637997e-01;1.6223025126846093e+00;1.5608384541048281e+00;8.2480728436114492e-01;3.9358217692039912e-02;6.1563479946385069e-01;1.8316572252232791e-01;-2.6361052282623654e-01;-1.5220310093184684e+00;3.2330521222492331e-01;2.6389435934518152e-01
1.1192815154124085e-01;-9.3657979756211518e-01;-1.0026291897036614e+00;-1.2591206716124514e+00;-1.4341357490555243e-02;-6.6489749294268069e-02;1.9838645612366088e+00;-1.1078629765105144e+00;-4.1564342107027102e-01;1.3385692123005934e+00;1.0518704293213119e+00;-5.3226327645362970e-01;-8.9556419055220982e-01;-7.4672269810733771e-01;6.1452941122610183e-01
-6.4516462758740456e-01;1.5444038857745734e+00;-2.0146029658815072e+00;4.0945440512659370e-01;9.0627950794062273e-01;9.6007795704534726e-01;-8.0274111369991008e-01;3.8202485636762834e-01;-1.9685485016163906e-01;8.2339330185248083e-01;-1.6272618232075025e+00;4.7982986796853594e-01;8.5716510754778996e-01;-1.9648116230588322e-01;1.5761429955234010e-01
2.9499105581182716e-01;2.0644415747869815e+00;-7.5200904495877630e-01;9.1386008696683185e-01;1.4124551146676889e-01;5.9817846105592265e-01;1.0378486213914815e+00;-1.2446387226766224e-01;8.9865511254789421e-02;3.0914634666518476e-02;1.7103043615530165e+00;1.8757957397710625e+00;5.8304498421579765e-01;9.1751241104032932e-01;1.0851002284744888e+00
1.6178275220076493e-01;-4.8705755344064122e-01;1.0199265364233345e-01;8.3112236155131514e-01;1.9878690631397428e-01;2.3095415651768429e-02;-4.1984289945016823e-01;-8.2180988888599496e-02;-1.4294432322577217e+00;4.4527423798866300e-01;1.6260660960191850e-01;-6.6220174488109884e-01;2.2766732837714929e-01;-3.9077934323024033e-01;-9.6656195240777315e-02
1.0678509520460013e+00;-8.3978425727405914e-01;-4.2251488489600214e-01;-7.6844414449233189e-01;-1.1045029640210315e+00;-3.3028888190261591e-01;-3.7084151344106792e-01;8.7139482814698077e-01;-1.1648266290145095e+00;-6.7563769249135552e-01;1.3177070275214400e+00;1.7037270614705833e+00;-1.2784895404097754e+00;-2.8407260531832788e+00;-1.5205389481919402e+00
9.1307684551351809e-01;-9.8414845949605489e-03;3.2530971590266350e-01;-1.5869924826971871e+00;-2.0507635511483335e+00;1.1069136513010844e+00;4.2106424341961812e-01;1.5311360802934328e+00;6.8474542837149666e-01;-1.2502902374233544e+00;1.7344296411707369e+00;-1.5231361602207434e+00;-1.0181302140322732e+00;1.4622376563678623e+00;5.2871242197901569e-02
-2.9073986856098655e-01;2.0834298206998622e-01;1.5266266842231779e+00;-1.5730883669868256e+00;-3.8590732309034875e-01;2.1341750704752838e+00;4.0348290244772395e-01;1.2659749271278880e+00;2.0993074964176539e-01;8.6855011305275776e-01;8.0220713692821854e-01;1.1117658055311133e+00;-1.4204692788167939e+00;1.5691326446809930e+00;6.8820803982323875e-01
1.6237281116657019e+00;5.1069009923109365e-01;1.8782199121305551e-01;1.2161470550365860e+00;-4.6072459831179691e-01;2.4076909186767520e-01;-1.2166357300331081e+00;1.4612417267926014e-01;5.9496958315522508e-01;-4.3810012861974668e-01;1.8858484941656353e+00;9.7920366261120467e-02;-1.5232990008905256e-01;-2.5596029188404018e-01;-8.3216699802287797e-02
-1.7718793261423609e+00;2.9696590701305574e+00;-1.9062235900787947e+00;-5.9132504216598336e-01;-2.4064329788735009e-01;2.5877300953985133e-01;2.3695138795174711e-01;2.2210714952004791e+00;-1.4070515533267174e+00;4.3601906972690480e-01;-1.1476068291460009e+00;3.2499468935665271e-01;-2.1211900877747039e+00;5.2731785279633792e-01;1.2466418883075103e+00
-5.5203992539497504e-01;9.7134741745917264e-01;-6.6131510082129363e-01;5.0503632821594657e-01;-9.8078943062418900e-01;1.3483065504119860e+00;-1.4027730815197881e+00;-1.3127923120104887e-01;-9.1161477216161704e-02;4.1158490826969701e-01;8.7435684980711748e-01;-6.8626220796296322e-01;2.3548193245768769e+00;-3.3243375486033266e-01;7.0789304634879691e-01
-3.8498345652468652e-01;7.3185205605361980e-01;-9.1166330650870930e-01;9.9941734570250451e-01;3.7426708477175025e-01;-2.3146068265163178e-01;2.1952333404463237e-01;9.7412645622054372e-02;9.7126742737041238e-01;5.2225310164262451e-01;5.9172070692452991e-02;1.3626296379134502e+00;-4.9968223392532263e-02;-7.9936293993985263e-01;-1.5250516027771948e+00
1.6153689226455539e+00;-7.7381980340210532e-01;-1.3561522777675605e+00;-8.2366676650360970e-01;3.5600343144474456e-03;-2.7152691300016967e-03;-6.3964238209020907e-01;9.1001486771265128e-02;-6.5225777389058048e-01;2.6037566016908587e-01;2.4467808999778662e-01;-6.1298825281837688e-01;5.4458356598056856e-01;3.8803878916779236e-02;1.4584554700543848e+00
-1.3971916366282255e-01;5.5264882977688090e-01;-4.4889828897170037e-01;4.7080003777260082e-01;7.3954356733576809e-01;7.1483700499117275e-01;4.0122645925681887e-03;2.9303192631191111e-01;-9.7049768495343991e-01;1.0903405263404378e-02;-1.1166126338548752e+00;-1.1690872622287946e-01;1.4338786890741249e+00;1.2335392908975045e+00;7.6848815260084780e-01
2.4927394874014648e+00;8.1192221792003327e-01;-1.3287373695976937e-01;-6.5514346069729945e-02;-1.6436516433068142e+00;2.7488148346756985e-01;-1.2512576776168196e+00;8.7951737002532993e-01;1.0622175585425915e+00;1.1585192356890295e-01;-1.6824958867884324e-02;-1.0967501170739984e+00;1.1237627830615589e-01;1.4020852743425385e+00;-1.9012439378853758e+00
7.9092075481890967e-01;-3.8700175053905239e-01;8.1647725700397544e-01;4.8886590974064897e-01;-1.2135396851539535e+00;-8.6936497110838806e-01;1.0526276564245192e+00;6.8313464443935568e-01;9.0302571388818742e-01;4.9835536223702825e-01;-2.3320593650331747e-01;-1.9708469032805012e-01;6.4551071282444039e-01;7.6648017967971049e-01;1.8278640941138344e+00
-2.8462773383512602e-01;-3.2841589939321536e-01;1.0781248161712418e-02;-1.0352286782348286e+00;-4.3248897095068412e-01;-9.6046539491548200e-01;9.8124877616422912e-01;-1.7304631803419512e-01;-8.3674775507109800e-01;2.1594037091734237e+00;4.1346990681926016e-01;-5.8382484821188546e-02;6.7964853131813530e-01;9.0100747161083528e-01;9.1749582590850942e-01
1.0237236763115605e+00;9.3209192440640065e-01;-8.0111800884286422e-01;8.2735923253328869e-01;1.2350461929545897e+00;-1.1545781430981279e+00;-9.4071456433678358e-01;-7.0614799212676682e-01;-6.9939107503926301e-01;1.1366003095269686e+00;4.3000993991261371e-01;-1.5426796271238252e+00;-1.0115513471455419e-01;4.9349375897198633e-01;5.4920683745662890e-01
2.9134462210101975e-01;-4.6901930219055882e-01;-3.3953198366222564e-01;-4.2685232698978193e-01;-3.2782383645100832e-01;-7.1054098421701550e-01;-2.9403585823665912e-01;-8.0112118828707579e-01;-6.6499093039642285e-02;1.6998008899373973e+00;-1.0117087957033173e+00;-1.1759434723660249e-01;-7.1628385088805466e-02;-1.3941850364951671e+00;-2.0474318800586002e+00
-1.6520856086870939e+00;4.9069686132655999e-01;-1.2929976953550895e+00;1.0511686172192347e+00;-6.0203221413196595e-01;-1.6519838330172251e-01;4.7645533799713446e-01;1.7082610624179861e+00;-4.1531786549018246e-01;-2.5018125356535964e-01;2.2593670823487527e-01;4.2227986668774758e-01;-9.9885975619934653e-01;-3.3459360595301524e-01;2.3957832281619083e+00
5.7206090121517415e-02;-6.9985022412987186e-01;1.0524163681804346e+00;7.1343511694376105e-01;3.4661855619127124e-01;1.1113394875900329e+00;-9.5047414176454931e-02;-1.0474903804564539e+00;6.9378970883458235e-01;-2.2743790210888664e+00;5.1869941308847783e-02;-1.0957103620219648e+00;2.0271067792460804e+00;3.8002398755432387e-01;-1.7086378407082066e+00
1.0287999624469284e-01;-5.2170952982860480e-02;-8.1094370197401261e-02;1.2815131663691650e+00;1.3189367307237684e-01;1.4696237301156259e+00;2.9056502646619142e-01;-1.2891575790379215e+00;-7.2747122276224097e-01;6.6085058407053499e-01;-1.0698121650561071e-01;-8.5858904000121417e-01;-3.0536554645640612e-01;-1.0880182620897294e+00;-1.5440955868653161e+00
-1.0602404929598805e+00;9.5698318487628264e-01;1.2893111844180647e+00;1.4413560718850704e+00;-1.1793311098859458e+00;4.1308443794175986e-01;-1.1440974499509855e+00;6.4294489419254308e-01;1.2115622745391752e+00;-7.5240953950718437e-01;-2.6598256485448962e-01;-1.8166937922443809e+00;1.1692844099210686e-01;-1.1096775090674302e+00;1.1837713433266792e+00
7.1863927769261282e-01;1.0883371535340521e-01;-4.5662171682105646e-01;1.1259468255414644e+00;6.3944886297483433e-02;-1.8661790702123393e+00;-4.6741484334198634e-02;-1.4008012073563880e+00;3.6049015610767149e-01;-7.0235420604087928e-01;8.0177026256197503e-01;-1.4216244884453024e+00;-1.0704830849212774e+00;-1.3020506501305429e-01;5.6933710070541255e-01
2.4555158807877520e-01;-8.7866666568085749e-01;5.7858440989383753e-01;1.2617222330931968e+00;-3.2976749017024320e-01;1.2511642934869760e+00;3.1568727723442061e-02;1.9604721533333005e-01;-7.6174972088747317e-01;-1.8613802185376143e+00;-1.0975973904916357e-01;-3.8084869649266683e-03;-4.1483872350062545e-01;-3.4207629552183005e-01;-6.0937073545560239e-01
-2.0683832540485469e+00;-7.1404918921111038e-01;7.8248800749464331e-02;-4.0269412119801207e-01;6.1907589397850427e-01;-3.3046168969933054e-01;-1.7570801021369451e+00;2.5435613138873941e-01;5.9880131149733939e-01;-2.5148763278263397e-01;1.0722506144436370e+00;-1.9637022183008901e+00;6.3828760997124745e-01;8.4124047322296058e-01;3.6628523790687628e-01
1.7884803004540712e+00;-1.6932675919240971e+00;-1.6264335524645133e+00;-1.1929710076229484e-01;-6.8165849875825446e-01;-1.1608586764626718e+00;-1.8151945526990811e+00;-1.0790097610227960e-01;-7.8673058593144995e-01;4.8745768321933747e-01;-3.4635081301873744e-01;-4.1352893789008177e-01;-3.8122990614732094e-01;1.4398860284134185e+00;1.4034057200413799e+00
2.8121586071672686e+00;6.3575413579570500e-02;-3.1950064227248533e-02;2.7718715347085743e+00;1.0065117192298829e+00;-9.0404528867080658e-01;1.2530700045477825e+00;-1.2099522946493526e+00;-3.9807627671818273e-02;7.4289315563057989e-01;-1.0561764022186157e-01;-4.8819188222457471e-01;-2.5587120684594300e-01;1.2105920972885786e+00;-9.8040307708856400e-01
1.2396501016476593e+00;3.0354971176436868e-01;-7.2175729474741168e-01;2.2206122682894280e-01;-5.2349070139570963e-01;-7.3232542116399568e-01;-3.9165521920828145e-01;-3.6688709966946242e-01;-9.8898392442513572e-01;-6.3212998779232410e-01;3.9974305416424333e-01;-8.9575960135740296e-01;1.6444640283677014e+00;-2.2962291535564687e+00;-2.0310266388587142e+00
-4.1861087659462054e-01;1.4589728615522988e+00;1.0051855101724958e+00;7.3194217186375565e-01;-9.5101037472069133e-02;-5.0811752889129902e-01;5.8157981292727234e-01;-1.6224635792423333e-02;-1.5204306527224010e+00;4.3739807511556855e-01;-2.6062237686549791e-02;-2.3008618155047117e-01;7.8837913597114562e-01;-2.0673250773082737e-02;-1.2952499947637721e+00
1.6367806268435956e+00;5.5131739153016912e-01;6.3786167596608667e-01;-6.5030246432181638e-01;-2.4788530385829977e+00;-4.8908046504367664e-01;-4.4909979685012813e-01;-3.3060516807910523e-01;-8.1304147749855005e-01;9.5205477377825154e-01;-2.0812760119678044e+00;3.8388157272606427e-01;5.7733227894729122e-02;9.8890858714273711e-01;4.7130552458811320e-01
-1.2361870369337606e+00;6.4987221251713256e-01;-7.8451368014500589e-01;1.1611247799353237e+00;-3.9294008676712250e-01;-9.5911828274727617e-01;-1.0405834172848045e+00;-3.4023685234684281e-01;-4.9076042096117672e-01;-1.2901377892931271e-01;-6.8631298711275257e-01;-4.2774888490523344e-01;1.3995450288980844e+00;1.6456387419803367e+00;1.5797328035894473e-01
-2.4176819600896016e-01;-3.8559623272332899e-01;-7.7007607547223844e-01;-1.3825860622995565e+00;-2.3033983414963641e-01;4.5923378288978767e-01;1.2802002752504291e+00;-1.2794338434553865e-01;-2.8899486221743561e-03;-3.5153205389984687e-01;7.7025463638910874e-01;-2.6480232172113660e-01;4.3242736922408970e-01;-1.3441841133284045e+00;-8.5502442837030335e-01
1.2643919105730224e+00;-8.6922601704884839e-01;8.8973422115523948e-01;9.3848431682554323e-01;4.2561257977932149e-01;-3.3715552094405776e-01;-6.7047913405491377e-01;1.6018748313755120e+00;-1.6859698573971249e+00;2.8567109839555642e+00;1.1626898869470059e+00;2.4712461077576684e+00;-4.1904450592235548e-01;2.3829283555189026e-02;5.6970202315084306e-01
1.9525077122083299e+00;-1.9147607128319433e-01;1.7577758635458840e+00;-1.1614739979898579e-01;7.0493183681144089e-01;-1.6683424036860584e-01;-1.2890846982012314e+00;1.1031949568978567e+00;6.1092506744052677e-01;1.6059800053967390e+00;3.8287046666909830e-01;-1.4091415554383391e+00;1.5648746524376056e+00;-1.7401209237553434e+00;-5.9115550338757095e-01
4.2219852607522840e-01;7.1299947485833270e-01;1.7324469261298697e-01;2.4337680465911791e+00;1.7869031804959451e-01;7.8407487197429726e-01;1.8914485814347688e+00;-1.3161955531195177e-01;-1.6217737508031321e-01;1.3828960645109705e+00;6.0982693922651920e-01;-7.6921194147892946e-01;6.3642055040459000e-01;-1.9644039939625040e+00;9.4800136119953782e-01
1.2075358112974049e-01;-5.5602942338352235e-01;5.6493368761423113e-01;1.4748199667975770e+00;-1.2060715188777842e+00;-4.2450156168150666e-01;1.4853899567036366e+00;6.1739459512108030e-01;-9.2127371675124814e-01;9.6991589515544074e-01;-1.4679996331097276e+00;8.1269570636485444e-01;-2.0906289880714111e+00;2.6870323607436625e-01;5.4588953986283528e-01
-1.7826208720049335e+00;7.9615100731789312e-01;2.4887504598306855e+00;7.9455146359626050e-01;1.1738623260920495e+00;-6.3024389815362869e-01;4.0628796269458783e-02;-3.2598966638708632e-01;3.2628821028097560e-01;4.9445232446276194e-01;-3.8098762658346402e-01;-6.9570661593923078e-01;-1.5867084764988217e+00;-7.6696459748594115e-01;-1.4202578311855194e+00
9.4400036549718758e-01;3.5041073910379000e-02;-1.8613252830205900e+00;-3.4243544236465018e-01;4.3470391950261750e-01;2.7523447751318231e-01;-1.0871058762607368e+00;-1.3755425888853845e+00;-5.2108973683728366e-01;-7.3520430107980886e-02;1.9916742261653249e+00;-1.0281731191608685e+00;-1.1928967059640159e+00;1.7716409091133953e+00;-7.0271423673618411e-02
-1.1097660373421767e+00;-1.7126831682351831e-01;-1.7682077041184758e+00;-3.9296722552002361e-01;1.7170338204711635e+00;-1.7490261546791583e+00;-4.5221700634779405e-01;-1.5510617738468755e+00;-5.3285857660882251e-02;-3.1790131052463549e-01;-2.5299555848535915e-01;6.3010333308470035e-01;-7.7036249470307572e-01;-1.9436396674466919e-01;-1.3316985516744730e+00
1.3871084122187738e-01;-8.5604769348885201e-01;-1.6704784115881186e+00;-1.0812136639762471e+00;1.7214856110479657e+00;1.1651047984238934e+00;9.7908796367638040e-01;1.7237282835736012e-01;2.3189335512767748e-01;1.8887050772653122e+00;-2.1907544397547624e-01;-1.3755898849695791e+00;5.3726352338681160e-01;3.8099907587025210e-03;3.9637480040950988e-02
-7.6967418096097906e-01;-7.8026909198671723e-01;2.6239949064096706e+00;1.4130997417239766e+00;-8.8024035997666439e-01;-1.7188023608681324e-01;-4.5994943070154926e-01;-6.7857360872740846e-01;3.6611298973001122e-01;-4.2055693627027052e-01;-1.1360435326995453e+00;-6.0976963502894566e-01;5.0494794472324717e-02;6.1366316725490799e-01;-1.5945118675381210e-02
-9.0091776383892419e-01;2.0392181127809708e+00;5.5940883295817756e-01;1.8070331171706346e+00;8.3241381306111351e-01;4.2079043915778025e-01;-3.4895736772973468e-01;9.5801663982710317e-01;5.2402287194524622e-01;-2.7814924198231065e-02;1.2039310537067283e+00;-3.3133388481252973e-01;-3.2328801359376447e-01;-2.3101984213627476e-02;1.0783212368890251e+00
8.4544636451201383e-01;-1.8580525524164508e+00;7.9902085203017015e-01;4.6640229267209554e-01;4.9880292132251886e-01;3.5664901309435043e-01;4.3685140650647014e-01;9.6096459694958414e-01;-9.6223080026063978e-01;1.6274737679101359e+00;3.4314690123946424e-02;6.9601678942334810e-01;-5.4725373303169145e-01;-1.2485474181004605e+00;1.8870964725220523e+00
-1.5954185630732523e-01;-3.3808449111885146e+00;1.9014683064855140e+00;4.6953934564169786e-01;3.4242652046487598e-01;-5.8300467892157692e-01;1.6719499741399875e+00;3.5127341723806754e-01;3.3325607791069067e-01;4.0084992761003263e-01;1.4040060807709858e+00;-1.8610349811218896e+00;-5.3864799684480172e-02;9.2969300824129808e-01;-8.0756349065191646e-01
-1.4271918815252345e+00;5.4551291094445242e-01;-9.6086161060930944e-02;-9.4872215296473950e-01;1.3036047664121460e+00;1.6921136366003657e+00;1.8737837978620764e+00;9.4239465646277032e-01;2.1819453617188147e+00;-3.2141855451892137e-01;-8.3451574821795516e-01;-2.2538964966501468e-01;-8.4377995547676199e-01;2.9911267636488753e-01;1.3608762100517668e-01
-4.4798600699713031e-01;-2.2094701423530970e-03;1.6801380949648965e+00;-1.5299243756194334e+00;-4.2025439094977490e-01;-2.1672929473850999e+00;-9.3640506795779832e-01;-8.8291587162901919e-02;-1.0622900878454082e+00;6.9585014323003247e-01;-8.7303026673655137e-01;-7.5915991019830975e-01;1.1868350100568785e+00;-2.9438865946266213e+00;1.1006540674475016e+00
2.9503999415418236e+00;-1.0339411364693605e+00;-4.3767811691908703e-01;-2.9496415414509386e-01;1.6351034140256355e+00;5.8340955857848997e-01;4.1827852733955589e-01;4.9208122509194124e-01;-6.2642423619778231e-01;-1.9492324485490851e-02;2.8340733229850770e-02;6.9773765898407381e-01;-1.3163287814191422e+00;-1.9087117404912028e+00;1.6611876110795751e+00
-1.3051563150631254e-01;-7.8672243220236715e-01;6.7035022559116197e-01;-1.2461003202912770e+00;-1.0067204037885613e+00;-6.7741163273400107e-01;-1.5324454422217734e-01;7.1250778274723847e-01;-4.9773948554792447e-01;1.5677066843584961e+00;9.5771021942547940e-01;6.0709486173569138e-01;-3.8238302872151558e-01;4.4460740152444767e-01;-8.0299405944692270e-01
-8.1222743563162370e-01;2.2898272738764736e-01;-6.3869511922816524e-01;-2.7843860503547879e-01;-2.2192207085007039e+00;8.7905107036566921e-01;2.0786725689311907e+00;1.0918292901171771e+00;1.3582993127319400e+00;-9.6827104956591370e-01;1.1193458883643226e+00;1.5939872878984869e+00;2.7189490545847683e-01;-1.4815018354479004e+00;-2.2810911298700112e+00
4.8644713345111934e-01;-1.1481922483808222e+00;4.8050116313345347e-02;-1.3222892628456882e+00;-2.3974819877419498e-01;2.1474541452852804e+00;6.8273893840370459e-01;2.2462340620408386e-01;1.0252730629833557e+00;-4.7498461832699224e-01;-1.7403781405333147e+00;-3.5970332731641580e-01;5.1604556144706248e-01;1.2772971490324820e+00;-1.5151766277016587e+00
7.0579761798785201e-01;4.2544413188639651e-01;1.5327102875063103e+00;-1.2418775032750797e+00;4.8832619927299359e-01;-3.8619132521897132e-01;1.9150844708856853e+00;7.3442676300825016e-01;2.9221807592446275e-01;1.1820460008071229e-01;-1.5770982971796637e+00;5.2001985376402138e-01;-1.2587199394898705e+00;6.0973077225402031e-02;1.2243994463310870e+00
6.2477047639651562e-01;-1.5879228424417144e-01;1.1660287923385273e+00;-7.8632948809578695e-01;-2.0225088015701425e+00;-1.8439859726676200e+00;-2.1211772496114728e-01;-1.5301805074767418e+00;-1.0488025741049735e-01;3.9464523299985517e-02;-1.4558052443911232e-01;-1.9377271356195975e+00;7.1751098865943967e-03;-1.2775742346649281e+00;-1.7014241397113625e+00
2.8291421425631653e+00;-1.5696441266478030e+00;1.9375559074775248e-01;-8.0439347317938538e-03;3.5477564400641937e-01;4.2139249666085055e-01;1.2508571996291946e+00;-1.2810480021041943e+00;-1.2212980908361746e+00;-2.1395018872880632e-03;5.7904853328215440e-02;6.5088241093767096e-01;-8.4721537403395353e-01;1.5633091438478490e+00;-4.9004282069656135e-01
-3.2921986088968276e+00;-9.2516143074840473e-01;5.0053320763759190e-01;8.4189122117299442e-01;-6.4804988042495404e-02;-1.8585112295763562e-01;-1.6790281328038852e+00;1.2680380445071704e+00;-1.7222916037056732e+00;-3.4598253497260367e-01;3.7235048636089374e-01;1.6246235140433929e-01;2.9019376691750781e-01;-9.3463257727279536e-01;1.2088948569277644e+00
-1.0857058837706789e-02;-2.0927790016636039e-01;2.2185228960925477e-01;1.1637639564062889e+00;-6.8154484354854861e-01;-1.2373647951222291e+00;6.0123037756066311e-01;8.0445092523009654e-01;9.9227819026826658e-01;-1.4814336707319105e+00;1.6382763302402270e+00;-1.5753290665633459e+00;-2.9743133174879122e-01;7.5844582985444697e-01;-4.5346203056148553e-02
1.2151805640558473e+00;1.6448496355357398e-01;-1.1452061260904984e+00;-1.1655076593243636e+00;-2.8496028725751347e-03;-2.8526395927527374e-02;-2.4143868908149110e-01;1.4611133918357762e+00;4.2266353759939140e-01;8.8070438277105156e-01;-1.6177071165458834e+00;3.2593269149158866e-01;-5.2575574993561991e-01;-1.9365404557492787e+00;1.1339809881086276e+00
3.7669449464213101e-01;2.0842508173275807e+00;1.1337397099347781e+00;6.1434038423610338e-01;-1.0839249844904133e+00;-1.4308142218842332e+00;1.1550134548358131e+00;-8.8066797305014632e-01;-4.9950186932058538e-01;-1.2897018946697344e-01;-6.7519620761154242e-01;9.6352003338089298e-01;1.0235980772572590e+00;-5.7830384262977685e-01;-5.7126916117740978e-01
-1.4004225123170969e-01;-8.4409737052192413e-01;1.2989130254737946e+00;1.3175495097337855e+00;1.8996499093302390e+00;6.3208468074357704e-01;1.6905347749326483e+00;4.5054516935953065e-01;-5.4154107809063301e-01;-5.6156449019764354e-01;-1.0132495244528152e+00;-2.2203083481554503e-01;1.8383780132002583e+00;1.3999711420222731e+00;-6.5512584354179337e-01
1.0149975278829810e+00;6.2704848756350662e-01;2.1360257344349032e-01;7.9373689155582350e-01;-1.1704531249192542e+00;-5.5023345901746323e-01;7.5417210591180117e-01;2.0833414772830730e+00;2.4050311320506239e+00;5.9090997798943179e-01;-1.3181450877939689e+00;-4.7402785480004664e-02;1.3653276633768561e+00;-7.4273371578886982e-01;-7.0952368611723804e-01
-1.0203759344545302e+00;1.5421729267784361e+00;-3.9808211598464466e-01;3.6614735627230929e-02;1.9135126909898454e+00;6.5157034304550454e-01;4.0626068273938992e-01;3.3203041225665236e-01;8.5014229121082596e-01;1.5961861511284042e-01;-7.4900334707641647e-01;2.7484619041889258e-01;1.6501357615494211e-01;-9.1154574212097705e-01;-9.5355988373994061e-02
